СФ1	0	10
СФ5	12	14
СФ2	15	20
СФ3	22	25
СФ4	27	30
СФ22	45	47
СФ6	103	299
СФ24	308	312
СФ20	318	326
СФ25	340	343
СФ21	344	348
СФ19	381	403
СФ23	418	424
СФ8	486	660
СФ26	687	697
СФ17	761	768
СФ9	839	953
СФ18	1042	1081
СФ16	1148	1173
СФ7	1222	1344
СФ15	1375	1473
СФ13	1659	1740
СФ12	2231	2416
СФ14	2591	2628
СФ11	2997	3208
СФ10	4111	4201
